512, 43452
512, 42942
512, 92072
512, 152218
512, 43520
512, 61132
512, 60792
512, 60860
512, 60894
512, 60588
512, 61676
512, 61234
512, 60894
512, 60928
512, 61370
512, 60894
512, 60826
512, 61540
512, 60622
512, 60690
512, 60894
512, 60486
512, 60554
512, 61200
512, 60996
512, 60996
512, 61132
512, 60554
512, 60826
512, 61506
512, 61098
512, 61744
512, 61438
512, 60928
512, 62934
512, 62016
512, 62118
512, 61744
512, 61404
512, 61234
512, 61370
512, 66096
512, 61846
512, 61506
512, 61778
512, 61472
512, 61472
512, 61608
512, 62084
512, 61404
512, 61812
512, 62968
512, 62084
512, 61744
512, 61948
512, 61608
512, 61642
512, 61778
512, 61880
512, 62254
512, 61846
512, 64600
512, 61778
512, 62084
512, 62084
512, 62254
512, 61438
512, 62084
512, 61948
512, 61506
512, 61676
512, 68714
512, 61506
512, 61404
512, 61438
512, 61608
512, 61778
512, 61302
512, 61506
512, 61846
512, 61676
512, 61880
512, 61608
512, 61506
512, 61370
512, 62016
512, 62220
512, 61438
512, 62118
512, 61982
512, 73746
512, 61846
512, 61608
512, 63172
512, 61166
512, 61438
512, 62356
512, 70312
512, 69904
512, 62560
512, 70312
512, 61948
512, 62356
512, 62186
512, 62764
512, 61744
512, 61778
512, 62696
512, 62526
512, 62016
512, 61336
512, 61370
512, 62152
512, 62288
512, 61812
512, 62050
512, 62968
512, 61676
512, 62152
512, 61914
512, 265982
512, 62730
512, 61846
512, 61710
512, 62050
512, 61268
512, 67864
512, 63954
512, 62220
512, 61676
512, 61778
512, 62084
512, 62220
512, 61880
512, 61778
512, 62016
512, 62220
512, 62390
512, 67592
512, 61744
512, 224604
512, 72590
512, 61744
512, 65314
512, 61710
512, 61370
512, 68238
512, 61812
512, 61778
512, 61710
512, 61812
2048, 252416
2048, 251634
2048, 251634
2048, 273020
2048, 274482
2048, 253232
2048, 254014
2048, 252314
2048, 253198
2048, 253844
2048, 276148
2048, 251668
2048, 251804
2048, 253402
2048, 251634
2048, 252416
2048, 253402
2048, 252484
2048, 252212
2048, 286994
2048, 252484
2048, 251532
2048, 251600
2048, 252382
2048, 252518
2048, 251226
2048, 252008
2048, 257754
2048, 268430
2048, 250648
2048, 251362
2048, 257244
2048, 252076
2048, 253096
2048, 251328
2048, 252042
2048, 251804
2048, 251532
2048, 251872
2048, 252144
2048, 251498
2048, 252892
2048, 252620
2048, 251362
2048, 252110
2048, 252824
2048, 252246
2048, 252178
2048, 253878
2048, 253640
2048, 330514
2048, 324360
2048, 260168
2048, 248948
2048, 248982
2048, 248540
2048, 279582
2048, 374850
2048, 249118
2048, 276488
2048, 248880
2048, 248574
2048, 249356
2048, 249390
2048, 266764
2048, 248778
2048, 252688
2048, 248064
2048, 249968
2048, 249016
2048, 248608
2048, 250410
2048, 250716
2048, 248778
2048, 247792
2048, 292808
2048, 248812
2048, 248846
2048, 254898
2048, 630598
2048, 248710
2048, 248200
2048, 372844
2048, 179384
2048, 249390
2048, 286178
2048, 252518
2048, 251328
2048, 252416
2048, 251804
2048, 253062
2048, 247894
2048, 620602
2048, 249390
2048, 249526
2048, 248744
2048, 247826
2048, 248982
2048, 268328
2048, 251090
2048, 373456
2048, 372334
2048, 268668
2048, 249866
2048, 247860
2048, 252824
2048, 249152
2048, 248846
2048, 263160
2048, 250750
2048, 250002
2048, 249628
2048, 249186
2048, 261222
2048, 252688
2048, 252892
2048, 279140
2048, 252756
2048, 253028
2048, 252484
2048, 264962
2048, 250988
2048, 255850
2048, 287062
2048, 252348
2048, 268736
2048, 258026
2048, 254218
2048, 251838
2048, 280806
2048, 252110
2048, 251328
2048, 359380
2048, 254082
2048, 265710
2048, 252178
2048, 256122
2048, 248472
2048, 249152
2048, 683944
2048, 439178
2048, 248948
2048, 374068
2048, 252042
2048, 252484
2048, 251464
2048, 251872
2048, 253810
2048, 255408
2048, 266152
2048, 252144
8192, 1038088
8192, 1018742
8192, 1069470
8192, 1025236
8192, 1016600
8192, 1044514
8192, 1041964
8192, 1032342
8192, 1067940
8192, 1023502
8192, 1053932
8192, 1022074
8192, 1050872
8192, 1021258
8192, 1020850
8192, 1016974
8192, 1030404
8192, 1044582
8192, 1047098
8192, 1026086
8192, 1028432
8192, 1021054
8192, 1042814
8192, 1073686
8192, 1027922
8192, 1039618
8192, 1070184
8192, 1040502
8192, 1061684
8192, 1019014
8192, 1016430
8192, 1031220
8192, 1064642
8192, 1097350
8192, 1020782
8192, 1044480
8192, 1045602
8192, 1026834
8192, 1031016
8192, 1076440
8192, 1019184
8192, 1037102
8192, 1020476
8192, 1021428
8192, 1045194
8192, 1048186
8192, 1089190
8192, 1044956
8192, 1038734
8192, 1006672
8192, 2530042
8192, 1041794
8192, 1096296
8192, 1021462
8192, 1042406
8192, 1034178
8192, 1152022
8192, 1027038
8192, 1031662
8192, 1017144
8192, 1012622
8192, 1019422
8192, 1033464
8192, 1019728
8192, 1058998
8192, 1062874
8192, 1066308
8192, 1036932
8192, 1033770
8192, 1020918
8192, 1019490
8192, 1007250
8192, 1024930
8192, 1009936
8192, 1004666
8192, 1043698
8192, 1016566
8192, 1006162
8192, 741914
8192, 1077800
8192, 1021258
8192, 1019830
8192, 1124720
8192, 1024080
8192, 1048356
8192, 1040774
8192, 1041182
8192, 1020374
8192, 1020340
8192, 1022516
8192, 1019218
8192, 1020476
8192, 1034246
8192, 1019490
8192, 1024012
8192, 1025610
8192, 1019864
8192, 1021156
8192, 1046996
8192, 1038258
8192, 1050770
8192, 1093950
8192, 1017892
8192, 1019388
8192, 1045874
8192, 1020442
8192, 1022040
8192, 1043018
8192, 1018334
8192, 1021224
8192, 1058624
8192, 1023808
8192, 1029316
8192, 1022686
8192, 1078786
8192, 1019932
8192, 1026392
8192, 1037136
8192, 1028194
8192, 1022448
8192, 1016906
8192, 1026528
8192, 1042848
8192, 1060256
8192, 1054850
8192, 1167322
8192, 1030166
8192, 1025270
8192, 1020340
8192, 1216452
8192, 1026970
8192, 988006
8192, 1080622
8192, 1020612
8192, 1039992
8192, 1019456
8192, 1031832
8192, 1078412
8192, 1048968
8192, 1044310
8192, 1041148
8192, 1071680
8192, 1086300
8192, 1033328
8192, 1047880
8192, 1017008
8192, 1019830
8192, 1040400
8192, 1035266
8192, 1018980
8192, 1024488
32768, 4082550
32768, 4068406
32768, 4068576
32768, 4052460
32768, 4055826
32768, 4656844
32768, 4178770
32768, 4002174
32768, 4055928
32768, 4335068
32768, 4048210
32768, 4046884
32768, 4087684
32768, 4255372
32768, 4051066
32768, 4054058
32768, 4047326
32768, 4110362
32768, 4032842
32768, 4047734
32768, 4065278
32768, 2955586
32768, 4046646
32768, 4090880
32768, 4530942
32768, 2923422
32768, 2953614
32768, 4075172
32768, 4143002
32768, 4100842
32768, 4094280
32768, 4391168
32768, 4071160
32768, 4052596
32768, 4049706
32768, 4132088
32768, 4459338
32768, 4088636
32768, 4065924
32768, 4043450
32768, 4115836
32768, 4088296
32768, 4103392
32768, 5993486
32768, 4040594
32768, 4031720
32768, 4079728
32768, 3984664
32768, 4078810
