ColorBordes,C,512,24004,24004
ColorBordes,C,512,21998,21998
ColorBordes,C,512,21080,21080
ColorBordes,C,512,20978,20978
ColorBordes,C,512,20638,20638
ColorBordes,C,512,20468,20468
ColorBordes,C,512,20400,20400
ColorBordes,C,512,20366,20366
ColorBordes,C,512,20230,20230
ColorBordes,C,512,20230,20230
ColorBordes,C,512,19924,19924
ColorBordes,C,512,20094,20094
ColorBordes,C,512,20162,20162
ColorBordes,C,512,20094,20094
ColorBordes,C,512,20026,20026
ColorBordes,C,512,19958,19958
ColorBordes,C,512,19788,19788
ColorBordes,C,512,20094,20094
ColorBordes,C,512,20128,20128
ColorBordes,C,512,19992,19992
ColorBordes,C,512,20060,20060
ColorBordes,C,512,20094,20094
ColorBordes,C,512,19958,19958
ColorBordes,C,512,20094,20094
ColorBordes,C,512,20060,20060
ColorBordes,C,512,20094,20094
ColorBordes,C,512,19958,19958
ColorBordes,C,512,19924,19924
ColorBordes,C,512,19924,19924
ColorBordes,C,512,19958,19958
ColorBordes,C,512,19822,19822
ColorBordes,C,512,20026,20026
ColorBordes,C,512,20060,20060
ColorBordes,C,512,20094,20094
ColorBordes,C,512,19958,19958
ColorBordes,C,512,19992,19992
ColorBordes,C,512,19992,19992
ColorBordes,C,512,20094,20094
ColorBordes,C,512,19822,19822
ColorBordes,C,512,19958,19958
ColorBordes,C,512,19890,19890
ColorBordes,C,512,19958,19958
ColorBordes,C,512,19958,19958
ColorBordes,C,512,20026,20026
ColorBordes,C,512,19890,19890
ColorBordes,C,512,20026,20026
ColorBordes,C,512,19890,19890
ColorBordes,C,512,20026,20026
ColorBordes,C,512,20026,20026
ColorBordes,C,512,20060,20060
ColorBordes,C,512,20060,20060
ColorBordes,C,512,20196,20196
ColorBordes,C,512,19924,19924
ColorBordes,C,512,20026,20026
ColorBordes,C,512,19924,19924
ColorBordes,C,512,20094,20094
ColorBordes,C,512,19890,19890
ColorBordes,C,512,20162,20162
ColorBordes,C,512,19958,19958
ColorBordes,C,512,19924,19924
ColorBordes,C,512,20128,20128
ColorBordes,C,512,20094,20094
ColorBordes,C,512,19924,19924
ColorBordes,C,512,20196,20196
ColorBordes,C,512,19958,19958
ColorBordes,C,512,19992,19992
ColorBordes,C,512,19958,19958
ColorBordes,C,512,20060,20060
ColorBordes,C,512,19924,19924
ColorBordes,C,512,20026,20026
ColorBordes,C,512,19856,19856
ColorBordes,C,512,20060,20060
ColorBordes,C,512,20060,20060
ColorBordes,C,512,20094,20094
ColorBordes,C,512,19890,19890
ColorBordes,C,512,20128,20128
ColorBordes,C,512,19890,19890
ColorBordes,C,512,19992,19992
ColorBordes,C,512,19822,19822
ColorBordes,C,512,20060,20060
ColorBordes,C,512,19890,19890
ColorBordes,C,512,20162,20162
