ColorBordes,C,512,24637,24637
ColorBordes,C,512,23386,23386
ColorBordes,C,512,23762,23762
ColorBordes,C,512,16060,16060
ColorBordes,C,512,14675,14675
ColorBordes,C,512,14310,14310
ColorBordes,C,512,19319,19319
ColorBordes,C,512,22930,22930
ColorBordes,C,512,14656,14656
ColorBordes,C,512,14096,14096
ColorBordes,C,2048,71953,71953
ColorBordes,C,2048,68845,68845
ColorBordes,C,2048,67185,67185
ColorBordes,C,2048,65979,65979
ColorBordes,C,2048,65495,65495
ColorBordes,C,2048,79793,79793
ColorBordes,C,2048,64908,64908
ColorBordes,C,2048,64546,64546
ColorBordes,C,2048,64464,64464
ColorBordes,C,2048,64323,64323
ColorBordes,C,8192,287160,287160
ColorBordes,C,8192,283073,283073
ColorBordes,C,8192,281214,281214
ColorBordes,C,8192,280815,280815
ColorBordes,C,8192,279985,279985
ColorBordes,C,8192,297762,297762
ColorBordes,C,8192,270876,270876
ColorBordes,C,8192,271357,271357
ColorBordes,C,8192,270909,270909
ColorBordes,C,8192,271385,271385
ColorBordes,C,32768,1026143,1026143
ColorBordes,C,32768,1022119,1022119
ColorBordes,C,32768,1111190,1111190
ColorBordes,C,32768,999634,999634
ColorBordes,C,32768,990789,990789
ColorBordes,C,32768,990122,990122
ColorBordes,C,32768,990329,990329
ColorBordes,C,32768,1015927,1015927
ColorBordes,C,32768,1005450,1005450
ColorBordes,C,32768,1056066,1056066
ColorBordes,C,120000,3079604,3079604
ColorBordes,C,120000,2996280,2996280
ColorBordes,C,120000,2973230,2973230
ColorBordes,C,120000,3339874,3339874
ColorBordes,C,120000,3056567,3056567
ColorBordes,C,120000,3026933,3026933
ColorBordes,C,120000,3093843,3093843
ColorBordes,C,120000,2991625,2991625
ColorBordes,C,120000,2972908,2972908
ColorBordes,C,120000,3691693,3691693
ColorBordes,C,131072,3301064,3301064
ColorBordes,C,131072,3198761,3198761
ColorBordes,C,131072,4065591,4065591
ColorBordes,C,131072,3534002,3534002
ColorBordes,C,131072,3287879,3287879
ColorBordes,C,131072,3259420,3259420
ColorBordes,C,131072,3499549,3499549
ColorBordes,C,131072,3314330,3314330
ColorBordes,C,131072,3839232,3839232
ColorBordes,C,131072,3245820,3245820
ColorBordes,C,480000,13595521,13595521
ColorBordes,C,480000,13233125,13233125
ColorBordes,C,480000,13325755,13325755
ColorBordes,C,480000,13275877,13275877
ColorBordes,C,480000,12355608,12355608
ColorBordes,C,480000,12236208,12236208
ColorBordes,C,480000,12657241,12657241
ColorBordes,C,480000,11599959,11599959
ColorBordes,C,480000,11782012,11782012
ColorBordes,C,480000,11991263,11991263
ColorBordes,C,1920000,52699868,52699868
ColorBordes,C,1920000,48655663,48655663
ColorBordes,C,1920000,47446059,47446059
ColorBordes,C,1920000,47760955,47760955
ColorBordes,C,1920000,49890468,49890468
ColorBordes,C,1920000,48385300,48385300
ColorBordes,C,1920000,48265425,48265425
ColorBordes,C,1920000,52442013,52442013
ColorBordes,C,1920000,49437023,49437023
ColorBordes,C,1920000,49067076,49067076
